f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Planet
86353647.618,78896659.943,52520196.341,66597296.415,48300031.691,48990075.343,60417645.046,14275298.137,52127545.788,60298389.453,60791435.968,41844288.926,75318747.447,86370208.612,38923819.39,27521090.672,24596043.907,46400897.897,63027825.998,80636325.525,35911788.448,15827480.11,90587302.011,80733459.256,42824364.281,20571413.402,13354408.962,41927277.426,73236988.585,61558228.392,47596829.933,26391453.692,59584831.951,25227627.711,83129480.077,53371659.688,26665650.759,50320919.543,47340359.41,96474079.925,71445928.615,65944320.162,63410324.809,82888320.08,11601129.404,73380148.679,40553220.791,32060628.961,90059323.426,69769478.449,0,0,1
86357090.369,78901967.913,52517067.962,66641881.471,48302801.678,48990393.841,60381724.254,14277019.098,52129706.398,60271053.948,60801114.964,41602361.21,75227030.576,86366580.208,38937340.25,27531730.908,24607439.85,46392257.651,62985206.45,80636437.282,35911168.379,15828361.759,90588363.262,80735067.45,42824723.993,20572989.339,13355271.051,41930569.895,73248193.566,61552854.364,47595674.111,26401347.221,59584230.23,25255847.115,83121890.984,53402411.206,26666984.483,50332207.078,47369326.515,96473072.659,71685300.473,65946144.375,63392110.503,82885466.069,11573352.704,73379651.09,40550826.875,32062114.028,90057877.525,69760902.789,0,0,1
86356253.756,78902056.859,52519075.899,66600110.701,48300867.757,48990226.407,60413118.169,14272769.015,52127559.728,60241058.276,60762228.041,41842642.806,75233817.239,86372029.964,38926599.33,27520578.532,24594188.615,46412152.153,63100522.74,80646187.677,35910781.024,15826096.665,90589190.314,80730371.181,42826226.084,20579876.736,13352379.602,41930948.303,73237906.444,61555734.963,47607638.1,26388594.563,59584570.298,25226880.154,83127383.949,53373133.602,26665678.08,50322987.506,47355020.122,96473414.344,71444364.296,65945959.601,63405314.499,82885563.251,11600371.077,73382664.778,40553202.817,32062229.459,90059082.242,69761918.963,0,0,1
86384903.241,78893665.798,52518437.699,66607990.628,48288649.709,48990368.134,60408082.228,14278342.984,52127308.043,60274166.092,60830727.828,41865238.873,75213294.365,86354510.644,38933370.983,27518543.631,24606718.37,46498071.658,63158470.303,80631124.501,35916323.939,15826290.163,90586416.432,80738698.895,42826071.69,20597118.081,13352524.452,41888659.756,73141418.463,61566149.85,47590817.762,26387227.168,59584344.073,25230122.28,83122308.024,53367310.022,26659748.751,50307909.102,47347445.28,96475076.085,71446226.665,65943925.321,63410382.834,82895095.253,11607496.179,73381223.086,40553605.076,32060450.345,90058791.075,69774942.905,0,0,1
86347306.585,78900451.51,52520214.203,66599161.954,48277271.699,48990242.453,60443635.65,14279428.82,52128411.725,60262131.423,60784376.333,41816442.73,75136267.082,87026100.036,38993355.917,27505393.312,24581403.432,46486099.021,63023667.383,80640192.364,35913526.591,15826966.239,90590376.459,80715900.72,42828472.751,20558260.892,13350895.587,41921725.035,73237269.115,61555115.655,47598966.304,26383432.734,59585320.447,25224191.037,83143161.557,53363597.045,26661844.388,50330288.689,47347010.868,96473707.315,71440156.294,65923683.738,63380802.411,82888456.472,11600187.64,73375607.495,40591791.596,32061343.639,90057014.453,69754885.542,0,0,1
86358861.964,78898139.34,52519107.472,66603742.154,48297368.487,48990180.229,60415206.506,14274649.331,52129572.24,60262286.221,60793760.804,41837231.838,75244571.197,86365658.821,38910845.503,27480110.088,24595592.422,46416433.766,62961819.68,80610469.238,35914936.259,15832892.298,90604160.379,80728879.131,42826077.314,20579318.008,13354848.88,41925463.309,73255973.703,61557449.671,47595063.669,26388116.531,59584563.996,25223696.215,83127613.982,53394419.089,26665501.269,50317564.844,47341581.448,96472480.792,71446721.521,65947144.315,63423027.823,82887039.838,11601503.822,73382009.522,40552956.098,32060666.83,90058562.604,69774552.022,0,0,1
86353747.046,78904989.392,52519505.342,66617015.474,48437372.874,48990101.494,60420650.991,14275388.019,52130034.642,60271299.311,60792090.289,41838071.259,75242623.368,86372631.957,38919316.523,27508839.08,24589015.113,46410584.689,63002300.825,80638494.774,35908618.386,15826465.893,90585939.113,80729327.952,42825602.383,20580641.749,13355199.309,41926605.181,73229350.621,61557711.84,47591369.561,26396641.329,59584546.321,25226698.59,83052912.576,53379923.435,26661243.392,50324801.914,47343629.231,96473059.499,71444188.189,65956838.326,63398091.729,82885353.54,11605421.564,73381384.654,40560944.644,32061451.83,90059222.702,69778690.71,0,0,1
86355046.045,78877921.462,52518630.052,66605603.393,48302972.83,48990048.232,60358370.519,14278878.842,52129777.025,60274817.569,60794169.416,41840685.309,75231645.03,86362067.076,38865226.527,27536700.123,24606825.112,46242476.786,63050362.202,80637159.857,35914271.07,15825201.148,90581967.67,80727940.037,42825540.077,20569418.031,13328722.519,41940019.218,73243389.915,61552348.488,47602681.147,26391468.211,59583967.143,25222164.885,83121318.782,53375790.427,26665750.341,50226539.227,47354744.102,96473500.182,71448082.439,65944301.642,63405890.322,82883865.376,11619241.177,73388112.07,40547221.41,32059786.804,90058085.995,69770381.973,0,0,1
86357020.738,78901016.999,52518125.071,66585508.684,48296646.384,48992384.283,60416737.245,14270964.505,52129756.105,60280452.84,60837915.786,41844157.269,75235141.784,86373774.63,38911046.139,27508065.866,24590373.573,46398039.96,63007773.47,80634659.863,35907579.489,15826285.476,90585709.889,80681451.315,42844693.135,20579270.881,13349857.589,41914596.802,73230675.199,61553587.366,47600883.253,26441174.538,59584765.997,25227374.867,83129631.098,53363916.658,26664810.294,50327977.615,47351248.724,96472501.063,71442739.391,65953206.235,63407876.365,82892284.812,11602980.854,73379291.226,40552810.405,32061060.597,90058790.868,69778230.359,0,0,1
86351968.783,78909798.027,52519403.264,66585208.861,48307557.499,48990251.707,60404798.082,14270155.516,52119929.682,60274831.727,60800938.406,41846589.504,75249494.0,86366585.775,38900871.638,27512431.334,24594571.245,46411118.171,63007190.481,80643880.293,35912889.943,15825387.342,90586005.092,80712962.55,42827234.463,20584744.63,13354444.457,41922866.76,73310896.706,61561599.65,47591501.057,26461624.204,59584814.803,25233146.686,83128297.004,53368807.963,26665353.132,50312343.89,47341210.132,96471703.761,71444867.409,65945872.729,63411628.584,82883806.68,11731147.296,73377994.445,40549907.491,32061410.567,90057943.755,69771071.385,0,0,1
86354887.9,78910212.12,52518292.225,66618698.423,48304963.599,48987077.577,60420131.97,14269289.236,52129282.747,60290372.385,60805470.045,41835327.721,75198220.665,86369370.822,38385934.992,27500023.099,24584861.853,46407302.612,63020504.301,80635678.748,35904189.519,15825168.736,90584204.523,80729276.233,42825652.684,20578705.813,13356457.965,41928715.691,73232145.131,61559930.025,47589924.887,26390983.547,59584155.884,25436589.617,82998504.748,53376942.447,26666151.2,50324359.352,47341823.782,96457485.756,71448177.587,65944942.988,63399708.954,82884512.857,11602987.541,73382145.212,40542624.819,32063901.742,90070600.841,69754946.545,0,0,1
86365826.722,78903561.55,52518455.167,66604145.756,48296354.628,48990519.691,60407735.386,14272326.489,52129235.617,60231440.501,60798793.111,41840616.651,75264223.717,86362194.773,38905224.009,27525265.841,24593465.017,46387968.181,63034859.681,80633913.71,35911900.275,15826138.301,90586357.505,81909638.844,42824787.824,20578058.878,13354263.758,41924496.453,73242943.984,61560770.713,47595289.78,26388393.258,59584312.4,25225375.516,83120052.283,53357166.215,26665829.114,50310440.477,47347173.135,96473357.588,71444867.194,65940107.963,63397649.083,82887073.734,11605053.778,73381821.277,40553128.449,32061169.847,90059088.633,69774305.231,0,0,1
86353623.373,78905588.054,52519432.436,66601867.16,48301759.094,48990260.052,60413999.097,14272824.077,52125528.543,60284286.529,60807173.636,41859163.03,75229927.948,86366048.027,38850421.416,27514522.589,24975879.943,46413255.838,63052382.265,80637731.228,35910691.17,15825834.413,90588967.8,80732875.796,42843042.867,20579115.215,13352107.11,41924787.819,73246836.662,61555951.738,47594449.807,26395714.579,59584284.989,25226947.775,83174400.193,53373738.561,26665433.971,50321710.437,47347137.926,96473420.0,71442809.877,65945262.163,63397579.324,82885572.527,11605617.393,73378131.985,40551879.354,32062401.832,90057837.076,69773812.604,0,0,1
86340803.433,78919924.096,52518674.184,66599966.163,48297831.648,48990578.006,60403861.664,14279993.743,52124571.835,60274649.905,60779064.282,41831980.051,75207867.324,86366975.095,38919777.159,27506708.5,24588465.634,46397588.318,63012120.066,80643825.667,35910896.361,15826729.034,90583087.8,80726379.15,42823191.664,20578666.231,13355508.109,41927199.857,73234650.006,61557838.297,47595905.832,26381523.116,59584522.713,25227573.278,83151626.585,53376802.532,26665367.016,50546930.657,47350637.379,96473027.514,71443341.91,65945419.714,63400068.754,82886617.22,11608549.143,73404550.208,40554117.361,32070296.485,90054127.458,69773479.285,0,0,1
86340834.474,78909431.691,52519399.273,66597716.219,48301126.929,48989875.532,60412864.864,14271049.652,52129534.062,60271516.313,60794050.429,41853523.276,75232907.37,86371122.791,38948668.415,27537224.699,24600915.865,46419814.335,63041568.317,80642079.387,35913661.655,15828352.841,90590507.975,80735437.809,42824755.309,20577253.176,13347819.586,41929167.027,73240397.51,61560229.807,47597399.124,26387892.043,59584575.871,25223148.812,83129244.995,53373765.428,26664900.061,50330143.857,47287812.541,96473469.962,71446809.94,65946068.392,63384194.714,82886730.633,11598280.435,73384810.124,40553515.597,32063323.839,90059369.365,69771972.139,0,0,1
86351769.141,78938456.441,52520020.743,66593143.422,48305635.341,48990098.771,60411748.315,14277106.265,52130334.575,60203456.173,60791001.4,41836359.973,75222409.092,86393239.046,39091887.888,27540695.544,24597351.219,46640200.268,63069410.357,80635055.933,35894921.633,15825529.429,90584226.018,80742444.404,42825588.723,20577719.454,13355049.221,41931935.623,73224344.237,61550956.671,47673290.616,26393881.892,59584423.23,25227173.127,83143674.118,53384129.06,26665459.814,50327565.786,47346305.773,96467306.074,71444245.354,65945082.624,63396563.544,82889684.665,11603969.401,76195711.839,40547505.648,32061433.569,90058082.453,69781191.064,0,0,1
86356322.636,78897623.633,52518862.608,66601815.395,48298176.646,48990238.135,60411137.748,14281150.427,52127429.66,60280807.787,60807184.537,41835549.941,75247065.595,86366936.724,38919074.076,27507089.525,24594201.023,46399205.642,63017671.508,80632169.64,35902870.57,15827271.223,90585154.07,80759617.119,42826290.725,20575737.62,13356833.768,41927108.424,73242530.864,61546360.459,47593250.59,25104802.656,59584604.201,25230375.218,83114507.882,53303257.22,26660646.012,50327286.823,47341807.747,96472737.27,71446488.674,65948110.866,63401425.61,82902467.266,11597845.606,73383133.388,40547465.398,32060153.202,90058335.722,69766654.441,0,0,1
86351919.804,78900152.855,52519033.013,66584192.967,48299779.218,48990271.819,60404488.477,14276045.747,52128228.455,60273487.231,60795305.086,41858983.656,75229826.043,86364199.745,38906431.974,27509333.646,24596968.923,46412053.685,63014701.419,80633776.847,35911421.174,15826905.374,90579879.251,80751022.036,42824612.867,20586292.377,13354671.013,41927297.157,73235408.199,61555849.658,47599419.906,26389125.827,59584610.665,25226873.432,83127747.586,53372195.965,26668997.119,50316289.787,47343151.941,96472776.483,71444029.034,65946418.646,63401385.296,82885282.678,11527417.807,73382160.745,40551460.06,32062117.216,90059329.407,69800966.976,0,0,1
86358757.558,78904359.203,52519141.07,66587214.105,48295082.156,48991185.998,60412923.538,14266168.264,52129377.103,60270703.07,60794447.115,41818876.87,75231818.258,86370162.52,38914156.204,27520499.084,24592434.482,46416437.653,62962904.46,80633898.436,35910146.041,15813043.985,90586673.039,80714033.59,42826471.275,20579286.361,13353022.493,41934036.839,73237160.317,61558253.624,47591895.511,26412093.586,59584391.734,25228812.554,83127738.73,53376968.653,26665115.231,50319364.914,47335842.324,96472145.464,71446927.167,65944697.072,63404106.813,82884390.325,11597123.595,73387510.774,40547858.153,32061085.743,90058189.277,69774253.485,0,0,1
86375079.998,78898230.154,52519534.034,66586276.847,48308678.918,48990302.333,60432280.134,14277240.108,52129467.471,60279558.778,60801393.845,41849623.549,75249641.906,86361713.201,38924249.121,27506962.378,24590648.951,46392922.964,63011062.685,80748580.448,35913464.41,15825033.593,90583373.683,80729138.754,42825239.649,20577263.076,13333997.198,41921435.426,73219604.462,61563866.051,47528704.078,26372238.528,59584488.813,25230004.402,83130019.101,53387077.051,26666162.854,50314419.479,47341187.369,96473432.911,71443653.963,65944624.307,63415618.092,82881073.131,11607653.801,73378535.319,40553681.922,32062280.678,90059840.26,69773541.625,0,0,1
86350249.552,78900546.431,52518998.283,66594189.249,48296156.051,48990157.158,60334965.87,14278786.191,52130094.185,60210696.382,60800559.776,41843593.417,75267021.608,86339752.897,38885406.87,27504843.09,24595845.96,46392634.65,62922636.91,80634549.431,35906056.561,15825056.652,90587073.007,80753553.755,42828560.115,20576248.038,13352437.702,41926602.141,73219477.789,61543649.131,47644090.442,26402913.515,59584694.82,25228115.826,83114071.159,53388640.948,26664401.933,50302160.531,47349348.423,96471354.281,71446227.512,65944474.658,63391122.764,82912676.516,11599657.353,73375371.73,40552600.214,32062227.6,90057309.487,69795854.926,0,0,1
86353152.877,78901858.295,52519106.853,66608684.895,48301473.236,48986685.994,60396108.171,14253995.178,52133364.533,60275159.46,60785537.21,41901659.243,75238667.329,86374835.376,38906768.088,27505241.964,24595249.017,46404319.532,63047419.707,80632441.927,35908600.396,15827512.747,90583728.622,80720841.858,43001365.22,20576254.813,13357169.431,41926131.833,73226764.882,61551191.287,47597825.872,26408121.877,59584653.623,25226841.478,83138001.682,53383710.423,26665903.368,50333735.485,47348149.671,96472321.144,71443260.571,65945160.753,63401781.099,82884706.852,11603399.97,73381422.488,40439275.488,32059287.231,90058564.247,69778315.904,0,0,1
86363086.676,78900889.07,52519176.997,66615049.405,48307452.57,48990139.362,60413279.271,14343418.775,52128456.032,60277472.537,60803005.503,41841250.258,75231419.443,86406278.945,38895322.894,27515315.487,24597138.815,46426671.549,62882532.123,80632508.146,35893596.515,15824804.779,90587700.519,80734930.223,42825155.713,20578779.184,13352888.933,41926942.56,73221738.466,61476435.671,47559393.992,26383706.382,59583768.408,25217650.234,83121997.51,53472777.671,26660611.058,50347162.126,47340892.91,96472883.824,71446318.862,65949064.717,63402243.6,82896759.67,11601504.11,73380022.511,40553880.855,32066190.752,90058224.467,69774215.671,0,0,1
86363838.265,78897210.103,52519093.268,66325867.735,48291482.246,48990332.625,60408972.958,14279756.326,52130111.171,60279950.192,60788382.413,41839059.851,75310314.864,86365166.232,38933140.973,27510758.26,24585126.915,46435845.654,63050195.879,80656805.43,35902384.806,15850647.366,90585937.629,80802350.252,42825281.83,20579589.197,13283357.669,41922144.706,73237268.342,61424550.611,47585917.184,26366594.639,59584617.671,25203151.575,83120959.82,53411679.033,26665111.221,50324798.509,47340836.947,96454078.788,71440044.474,65949590.426,63400415.466,82882450.426,11602814.266,73380687.288,40554335.006,32062362.75,90058874.735,69774852.808,0,0,1
86355827.432,78901986.074,52518924.576,66598213.757,48299007.037,48990149.692,60415430.822,14275101.962,52129877.668,60275152.834,60792424.944,41840594.45,75235437.187,86368325.573,38917018.776,27512432.0,24591063.177,46406390.994,63023365.806,80636273.894,35910344.66,15826659.443,90586229.405,80730348.55,42825751.556,20580160.455,13354677.972,41926678.997,73235920.741,61556136.186,47594691.777,26389825.063,59584526.949,25227387.279,83126703.486,53379336.901,26665836.672,50322570.645,47344516.462,96472930.978,71443821.434,65945845.714,63400020.636,82886274.222,11602182.032,73380898.359,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86341979.853,78901348.938,52517364.018,66596815.231,48260638.511,48989939.719,60422961.178,14284940.383,52131119.947,60271046.092,60792931.807,41851136.953,75237259.958,86364978.634,38911084.338,27536347.161,24588983.418,46410100.646,63027144.749,80634635.033,35823235.536,15827088.672,90583029.99,80730134.023,42825425.544,20580559.46,13354538.327,41926609.937,73232111.84,61552161.591,47598851.524,26382220.129,59584509.705,25229065.158,78270659.609,53345876.826,26655587.148,50324995.271,47344451.873,96474479.843,71441933.358,65945097.949,63707080.554,82864303.916,11602796.421,73379100.125,40565795.897,32061638.887,90058787.843,69763995.189,0,0,1
86356407.586,78906008.962,52508756.515,66594972.745,48295536.974,48990340.195,60443736.746,14269855.64,52127327.054,60283045.052,60788853.341,41822050.634,75226084.549,86365019.418,38890512.488,27497189.246,24591896.003,46403360.775,63048159.565,80637820.263,35906545.911,15824486.714,90586417.38,80726179.065,42825878.86,20596592.057,13355244.437,41927915.808,73300079.366,61544174.542,47593532.86,26372507.64,59584687.693,25214067.26,83143338.256,53383546.332,26665430.974,50334260.3,47347201.358,96471653.754,71444839.084,65944009.251,63418521.466,82895524.884,11604310.106,73383194.807,40536585.405,32060848.562,90059623.69,69770993.819,0,0,1
86346387.764,78898314.594,52519109.502,66590805.189,48333254.022,48990009.609,60394474.367,14242553.644,52128487.952,60270207.198,60805725.603,41848240.272,75232781.405,86372352.216,38852944.951,27500936.122,24595069.772,46407684.171,63039891.311,80641611.552,35913909.92,15827043.216,90586380.668,80682397.225,42833937.876,20585259.022,13352670.138,41927207.152,73246687.793,61570664.067,47591421.895,26400467.95,59583532.844,25228573.575,83117251.762,53366347.116,26662643.859,50346372.091,47336869.241,96473396.976,71441023.407,65951716.471,63449222.763,82887016.81,11555568.911,73379909.272,40550493.456,32061045.98,90058209.355,69751347.112,0,0,1
86360287.905,78899403.631,52519552.36,66737298.261,48292109.314,48990172.329,60434849.418,13837492.864,52169833.143,60274513.365,60797155.511,45355163.879,75252498.351,86357935.259,38947878.623,27502602.347,24591615.55,46394216.501,63004854.834,80643101.414,35913946.985,15830886.394,90588406.913,80739418.735,42822226.796,20579380.385,13368077.554,41930322.388,73240783.683,61553285.872,47593315.871,26411745.293,59572792.146,25228954.354,83140913.585,53368507.184,26669534.119,50227502.234,47343748.514,96474304.814,71474236.054,65943738.703,63474998.19,83527389.533,11607917.2,73376667.569,40549286.123,32061749.592,90059082.854,69723696.816,0,0,1
86360885.126,78905539.374,52519217.627,66649195.138,48269758.073,48990158.454,60409923.676,14257393.679,52432635.203,60281819.047,60797433.836,41841856.778,75316018.817,86249961.451,38941190.403,27511008.886,24574623.772,46413670.481,63041568.872,80646605.555,35919169.556,15825742.773,90578620.49,80726184.995,42726542.683,20584393.136,13359260.117,41926698.541,73246779.75,61567196.73,47581512.593,26388851.506,59584308.865,25222247.257,83128764.504,53377832.278,26665307.285,50257064.582,47355071.025,96472812.043,71442858.582,65944596.805,63399651.94,82889163.677,11604370.955,73393585.096,40555981.097,32061552.526,90058198.22,69780623.148,0,0,1
86563460.662,78905092.217,52519022.565,66600146.263,48293977.552,48990335.759,60411408.437,14278734.453,52129763.214,60290000.205,60789033.941,41857035.449,75236298.998,86377033.231,38547424.181,27521780.067,24594259.238,46396758.459,63053821.594,80588079.687,35906690.524,15820209.657,90587899.995,80731449.885,42826435.729,20569745.686,13350497.543,41927684.529,73239951.075,61556557.294,47589752.429,26392638.236,59584347.262,25232724.578,83110613.109,53375127.284,26663235.642,50287280.024,47297625.332,96473818.776,71103073.77,65944763.841,63401849.677,82866886.419,11599559.806,73385491.056,40556820.711,32061137.289,90058596.779,69756749.007,0,0,1
86298632.06,78903299.423,52519265.065,66603025.574,48285891.562,48990295.704,60415687.457,14278570.209,52130305.229,60272258.297,60794058.764,41830707.452,75234281.144,86364238.337,38883785.734,27525217.053,24590356.953,46447688.629,63032741.335,80636495.715,35916765.965,15832261.473,90586852.614,80734065.418,42828243.324,20579383.04,13355475.539,41915905.315,73228858.352,61555965.874,47565399.627,26394930.241,59584284.24,25226906.272,83129103.136,53382025.792,26666989.389,50325905.063,47333578.33,96473433.385,71452803.392,65940879.321,63393710.974,82888850.519,11602334.253,73382378.895,40551404.495,32061524.076,90057947.622,69792991.175,0,0,1
86362296.17,78912909.376,52517081.549,66594453.322,48289960.114,48990007.05,60416039.005,14298798.497,52132289.877,60272745.843,60796852.875,41853473.81,75238750.916,86371009.589,38926135.431,27506517.41,24589047.149,46416062.664,63018175.744,80652936.207,35913767.674,15829672.737,90595395.132,80736369.194,42825692.715,20581087.713,13353628.255,41931413.612,73233322.623,61544828.645,47596330.366,26399893.778,59584883.106,25223383.251,83125502.324,53385496.16,26707526.02,50316577.382,47334500.971,96472670.857,71450445.689,65946931.662,63387524.504,82883397.85,11599064.913,73382833.801,40566873.463,32061545.716,90058112.366,69766212.144,0,0,1
86351475.476,78902787.267,52518911.684,66599116.238,48297595.418,48990037.508,60410321.246,14276504.114,52130540.598,60272309.253,60789522.159,41832556.964,75234737.863,86378353.319,39021278.089,27511999.561,24600554.682,46402187.869,63001940.577,80635871.736,35905887.383,15827369.824,90586448.887,80728351.193,42822365.078,20577185.835,13354540.879,41925538.025,73238535.167,61559482.782,47594495.187,26390282.74,59584326.5,25226211.146,83128831.974,53375876.326,26665507.94,50330049.464,47346789.662,96472663.553,71435655.884,65943047.518,63396498.236,82869479.084,11604820.61,73383516.935,40762001.976,32061275.248,90057507.28,69774009.746,0,0,1
86355827.431,78901986.065,52518924.576,66598213.756,48299007.0,48990149.69,60415430.822,14275101.954,52129877.67,60275152.831,60792425.003,41840594.434,75235437.172,86368325.687,38917018.799,27512431.996,24591063.229,46406390.996,63023365.562,80636267.728,35910344.659,15826659.443,90586229.405,80730348.671,42825751.556,20580160.463,13354677.962,41926678.998,73235920.746,61556136.175,47594691.782,26389825.232,59584526.949,25227387.28,83126703.492,53379336.9,26665836.674,50322570.724,47344516.619,96472930.976,71443821.394,65945845.725,63400020.636,82886274.228,11602182.031,73380898.345,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86375455.1,78898593.712,52519912.937,66583988.252,48295310.109,48990298.897,60480840.872,14285547.889,52132039.209,60321047.367,60799359.641,41827162.982,75265041.174,86386785.141,38792597.643,27531113.24,24576623.785,46353044.023,62892776.92,80608354.653,35907006.21,15829695.111,90586376.74,80746425.77,42828007.378,20584662.983,13352979.741,41926200.3,73144631.29,61544756.837,47737378.387,26390882.637,59584824.256,25225561.752,83133018.314,53388494.137,26664656.287,50200766.543,47348598.893,96472394.517,71443006.266,65943958.902,63397629.042,82900867.532,11602811.942,73438000.022,40552413.076,32063531.316,90058240.688,69769763.298,0,0,1
86357218.207,78898582.528,52519328.145,66612663.24,48295007.117,48990232.702,60408600.034,14267414.203,52128766.387,60262147.99,60800892.097,41846935.58,75225819.45,86366896.123,38906524.127,27516862.451,24594145.012,46413992.92,63096109.249,80632683.066,35912873.754,15823537.225,90586189.228,80738535.97,42825962.112,20583387.106,13353807.144,41926613.752,73255018.746,61559028.763,47592717.592,26382830.5,59584329.274,25236640.361,83127518.581,53372661.252,26663638.345,50296068.695,47342399.595,96471627.944,71444866.121,65944609.905,63404475.674,82888068.157,11603995.049,73384185.575,40552394.132,32060831.186,90058410.951,69775564.751,0,0,1
86355827.432,78901986.073,52518924.579,66598213.713,48299007.047,48990149.693,60415430.822,14275101.799,52129877.669,60275152.817,60792424.974,41840594.447,75235437.176,86368325.682,38917018.793,27512431.994,24591063.156,46406390.95,63023365.417,80636267.761,35910344.663,15826659.443,90586229.405,80730348.66,42825751.556,20580160.453,13354677.971,41926678.998,73235920.714,61556136.38,47594691.779,26389825.111,59584526.949,25227387.279,83126703.478,53379336.901,26665836.699,50322570.715,47344516.482,96472930.97,71443821.383,65945845.696,63400020.635,82886274.216,11602182.031,73380898.361,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86355827.432,78901986.074,52518924.576,66598213.78,48299007.006,48990149.691,60415430.821,14275101.951,52129877.669,60275152.838,60792424.971,41840594.46,75235437.184,86368325.793,38917018.791,27512432.005,24591063.221,46406391.271,63023365.668,80636267.986,35910344.667,15826659.443,90586229.394,80730348.761,42825751.553,20580160.412,13354677.699,41926678.998,73235920.74,61556136.187,47594691.778,26389824.94,59584526.949,25227387.278,83126703.367,53379337.009,26665837.775,50322570.724,47344516.466,96472930.99,71443821.406,65945845.715,63400020.636,82886274.227,11602182.031,73380898.342,40553004.133,32061184.605,90058686.614,69772713.894,0,0,1
86359010.081,78907322.275,52518618.708,66572054.188,48295316.166,48990542.033,60454609.256,14249641.748,52128091.015,60270558.52,60811093.227,41843728.243,75223643.606,86370071.478,38906414.526,27509983.637,24587577.241,46411424.672,63005200.852,80636510.591,35906021.703,15816420.837,90586783.716,80729276.009,42822025.337,20626241.876,13356326.218,41924823.392,73192882.838,61551421.186,47586712.043,26408746.733,59584866.001,25228525.043,83136266.93,53374497.537,26664613.208,50365251.484,47342302.781,96473630.996,71445688.194,65945174.042,63397560.978,82890881.111,11602846.444,73385554.542,40551217.695,32061372.569,90058106.363,69809486.413,0,0,1
86355827.432,78901986.075,52518924.577,66598213.761,48299006.987,48990149.692,60415430.822,14275101.953,52129877.667,60275152.844,60792424.968,41840594.45,75235437.174,86368325.687,38917018.794,27512431.987,24591063.163,46406391.123,63023365.346,80636267.711,35910344.667,15826659.443,90586229.403,80730348.658,42825751.556,20580160.466,13354677.967,41926678.998,73235920.742,61556136.157,47594691.775,26389825.374,59584526.949,25227387.279,83126703.476,53379336.902,26665836.683,50322570.723,47344516.466,96472930.977,71443821.415,65945845.742,63400020.636,82886274.238,11602182.031,73380898.363,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86355919.272,78900530.04,52519012.372,66601432.153,48299280.235,48990161.05,60415098.221,14266265.722,52131312.385,60275163.827,60804459.128,41835268.72,75234990.433,86367728.439,38906644.016,27587737.021,24593493.173,46411000.903,63285518.392,80634874.922,35912385.053,15884029.18,90586295.163,80728385.847,42825859.289,20579994.322,13357002.581,41926359.281,73235875.719,61549723.56,47592593.297,26386876.155,59584390.213,25225302.193,83127771.568,53382098.913,26665739.857,50322913.612,47345225.442,96472742.001,71443838.385,65946736.465,63398839.001,82885445.492,11607563.235,73381858.958,40586299.517,32060696.451,90058885.239,69770893.914,0,0,1
86356748.921,78898612.613,52519145.396,66604778.993,48299464.484,48989950.991,60413468.327,14280762.36,52129413.164,60949342.54,60797096.215,41841738.772,75172885.784,86380239.138,38924398.7,27510260.486,24622658.621,46392640.753,62996428.554,80631678.416,35885240.517,15827454.62,90584874.19,80729204.609,42829148.873,20581270.546,13354038.932,41926192.456,73253615.967,61558918.629,47594117.576,26376396.343,59583561.698,25231277.916,83128040.145,53386651.285,26666985.422,50306831.414,47343632.486,96472905.402,71440323.458,65942119.68,63394620.478,82888968.523,11603245.92,73382648.779,40555958.966,32060391.784,90058604.826,69776495.003,0,0,1
86298252.921,78873016.558,52518282.257,67948968.235,48292285.665,48990141.43,60414628.092,14266690.924,52128673.244,60277714.811,60798351.255,41856852.483,75256527.357,86999086.291,38908675.264,27510577.867,24592514.198,46409243.852,62906980.802,80633623.345,35910661.577,15824410.549,90586819.247,80727100.751,42824448.969,20582297.143,13353072.334,41925743.991,73218918.943,61559586.976,47591835.176,26376681.927,59584025.54,25230000.65,83121194.767,53365389.144,26695703.681,50301997.515,47338310.203,96471879.767,71445729.25,65946936.423,63421254.074,82890195.669,11606259.553,73387817.688,40605632.369,32059603.88,90058508.954,69779373.601,0,0,1
86346821.231,78902983.821,52518457.633,66624116.271,48293856.943,49001443.828,60420121.93,14271753.499,52144068.751,60276326.66,60786664.667,41837819.77,75232668.005,86379758.333,38911840.466,27492013.88,24737751.743,46415384.76,63012252.685,80634150.735,35910593.441,15828309.987,90587043.742,80290033.147,42824231.017,20578058.518,13355613.854,41923634.142,73237074.198,61629398.713,47605819.991,26403270.389,59584118.818,25193838.503,83132558.039,53387284.788,26666450.886,50329812.128,47326158.662,96473059.012,71457862.966,65942322.995,63404921.323,82883917.511,11605165.266,73411157.846,40543359.792,32061310.03,90061495.959,69769819.861,0,0,1
