f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,CelestialBody
86321841.923,78903292.624,52518260.275,66595939.449,48299238.91,48989923.934,60419938.211,14282953.064,52128302.437,60287714.951,60792193.293,41851069.019,75238829.252,86367385.883,38922582.006,27514338.053,24593298.272,46578999.168,63026420.161,80636462.527,35923688.139,15823902.598,90586388.769,80724990.455,42827227.838,20579698.529,13351869.229,41930356.182,73261925.215,61567076.696,47592199.995,26377570.468,59584812.789,25227722.088,83124618.89,53382765.117,26666753.321,50288077.743,47341449.539,96472542.01,71450986.459,65945156.364,63414427.931,82884943.698,11601673.359,73384385.238,40551591.716,32060370.358,90055963.719,69863097.395,1,0,0
86346260.675,78894354.924,52518958.921,66610802.158,48301292.543,48991218.013,60416648.904,14254233.481,52130083.335,60281926.571,60792992.887,41855940.896,75234810.146,86371459.358,38913086.183,27510429.596,24600032.943,46297687.749,62890869.471,80667201.138,35905733.801,15826612.083,90587495.894,80733635.37,42826078.049,20602329.27,13355139.481,41917672.671,73121189.831,61562586.85,47592739.868,26388123.852,59585339.325,25225630.775,83183048.176,53379796.651,26659821.32,50529717.738,47345657.631,96471997.516,71441132.581,65946304.355,63402803.613,82888427.413,11600269.722,73387552.557,40555276.185,32044668.225,90058905.405,69774130.575,1,0,0
86340644.114,78911979.923,52512370.881,66593485.807,48320496.555,48990164.394,60414740.508,14256755.313,52130513.994,60278313.633,60785627.368,41844604.078,75235733.153,86352071.355,38908775.46,27486764.712,24577598.807,46401214.206,63019316.044,80626947.032,35905593.564,15842168.724,90587513.461,80719504.161,42825826.631,20598921.456,13354195.809,41934010.048,73212012.218,61561273.894,47596559.319,26404895.014,59583819.876,25227814.027,83121327.059,53407912.224,26659371.219,50332849.713,47343736.131,96473096.141,71439291.627,65942902.056,63398162.339,82881062.256,11646967.871,73363979.84,40558215.479,32059518.493,90046170.672,69737127.56,1,0,0
86382764.898,78897186.692,52519129.825,66605012.27,48290425.588,48990484.181,60391115.462,14274415.774,52129526.726,60265973.733,60801558.208,41993634.168,75252111.94,86609434.221,38915149.597,27525353.811,24617718.675,46238069.529,63032057.479,80633828.48,35908491.518,15824735.583,90589879.958,80710024.592,42853214.977,20630117.086,13354586.215,41919209.983,73268238.511,61674748.603,47589973.527,26386801.422,59584725.733,25225297.289,83128207.432,53376379.714,26670256.615,50213438.627,47345269.048,96477332.868,71446775.194,65944534.595,63409327.565,82891669.441,11610594.34,73412122.845,40553723.37,32062943.739,90055701.048,69775224.332,1,0,0
86355155.803,78900711.498,52519498.974,66597382.136,48300239.573,48990442.749,60411931.408,14264917.35,52129739.299,60270873.813,60804889.734,41855615.387,75198662.968,86377159.087,38896519.813,27509501.06,24596706.063,46396867.488,63018152.496,80741870.404,35908656.5,15843147.932,90588672.724,80741432.767,42815479.24,20585162.154,13356264.396,41930633.427,73153556.318,61554306.975,47584529.897,26359705.406,59584269.001,25232281.865,83127036.492,53359272.928,26669316.634,50323115.271,47335498.608,96473443.309,71447001.761,65945484.457,63394713.713,82890424.005,11610268.513,73384625.591,40583272.102,32068141.88,90059235.71,69783618.474,1,0,0
86365365.258,78737353.629,52519558.445,66610123.914,48269243.0,48990521.749,60424739.872,14248905.884,52123712.515,60279451.771,60886401.815,41900452.586,75256588.174,86367882.039,38940279.173,27525640.165,24583946.573,46379930.26,63005709.103,80635417.743,35909290.271,15826188.473,90585754.246,80749954.757,42811409.546,20589610.612,13356985.997,41928466.246,73227489.017,61552266.919,47575774.568,26358297.521,59584434.004,25229780.514,83124046.092,53401488.536,26702016.951,50296594.623,47343885.1,96472146.267,71447265.842,65944424.704,63411095.249,82886322.139,11697961.503,73379483.317,40560112.71,32059925.286,90058699.532,69791391.918,1,0,0
86357076.56,78897919.857,52518380.815,66608441.452,48291233.61,48990218.132,60416969.145,14279362.987,52129955.709,60272805.489,60784891.64,41842417.773,75228592.416,86367052.79,38906054.547,27513951.406,24610186.3,46425475.394,63007926.066,80637728.862,35909950.022,15827216.115,90601212.288,80716303.666,42829046.049,20577090.9,13353935.938,41924012.086,73312201.82,61550471.746,47592721.506,26385553.635,59583937.331,25227248.974,83119631.531,53379481.192,26663737.096,50322353.982,47343943.039,96472908.45,71441264.723,65947847.007,63402836.002,82887700.301,11614120.972,73381401.395,40551459.684,32061567.545,90060175.362,69729674.519,1,0,0
86355827.432,78901986.075,52518924.574,66598213.768,48299007.068,48990149.692,60415430.822,14275101.956,52129877.668,60275152.832,60792424.979,41840594.451,75235437.161,86368325.706,38917018.798,27512431.997,24591063.205,46406391.091,63023365.655,80636267.72,35910344.661,15826659.443,90586229.401,80730348.65,42825751.557,20580160.455,13354677.97,41926678.998,73235920.736,61556136.192,47594691.785,26389824.923,59584526.949,25227387.279,83126703.505,53379336.903,26665836.679,50322570.727,47344516.466,96472930.975,71443821.412,65945845.712,63400020.636,82886274.224,11602182.033,73380898.372,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86359107.022,78896626.648,52519104.996,66596691.016,48295131.962,48990486.471,60425389.821,15429296.447,52128108.184,60435038.409,60811356.02,41805526.771,75208527.84,86369324.054,38863630.129,27505710.25,24599996.686,46419044.93,62975259.794,80628752.584,35904159.581,15826796.461,90579694.837,80729591.867,42825403.681,20587894.263,13345154.365,41923228.596,73244010.643,61555729.444,47591646.034,26362427.294,59584339.873,25230976.05,83135207.46,53371381.072,26665154.484,50299801.187,47336998.009,96472147.148,71448748.654,65948986.924,63373917.842,82883058.118,11607656.047,73438745.349,40551185.752,32044452.33,90058442.035,69769245.011,1,0,0
86352298.713,78865646.715,52520014.9,66595120.208,48335817.37,48990172.471,60413206.479,14277906.221,52127362.447,60271938.781,60789544.777,41844792.301,75231979.929,86367794.571,38924307.513,27567295.138,24600867.967,46408641.052,63011576.829,80653292.274,35911943.9,15823523.983,90582772.903,80730774.721,42825771.843,20574153.135,13355492.901,41922628.953,73208537.566,61555181.833,47580547.949,26396946.333,59584925.382,25230654.839,83134585.091,53382423.523,26666705.036,50308599.134,47360360.423,96472805.356,71442051.539,65949604.983,63263627.436,82877819.917,11622821.656,73388599.629,40580843.292,32060634.186,90058472.941,69753607.175,1,0,0
85300833.506,78805028.11,52512051.779,66777954.801,48303713.332,48989983.103,60454430.38,14287518.087,52131004.903,60266350.743,60786998.596,41818172.607,75231463.003,86356782.018,39684553.447,27487567.781,24561249.945,46192215.646,63036814.474,80634835.389,35908719.108,15801417.621,90592574.119,80728872.449,42818245.384,20575191.042,13354322.996,41920008.609,73237481.713,61556517.79,47594952.786,26281501.51,59584266.33,25226110.994,83137495.312,53384601.595,26665720.64,50328788.978,47365384.253,96476814.276,71441063.609,65945190.566,63384279.547,82884941.263,11610128.977,73382059.053,40553072.28,32061257.072,90058647.711,69733807.009,1,0,0
86355827.431,78901986.076,52518924.577,66598213.732,48299007.135,48990149.694,60415430.822,14275101.958,52129877.663,60275152.656,60792424.967,41840594.473,75235437.182,86368325.674,38917018.782,27512431.999,24591063.257,46406391.169,63023366.312,80636267.854,35910344.663,15826659.443,90586229.401,80730348.636,42825751.559,20580160.411,13354677.972,41926678.999,73235920.732,61556136.163,47594691.775,26389825.061,59584526.949,25227387.279,83126703.548,53379336.9,26665837.288,50322570.692,47344516.466,96472930.978,71443821.406,65945845.722,63400020.636,82886274.223,11602182.031,73380898.355,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86359954.346,78912297.057,52519698.56,66622350.591,48295523.861,48985206.447,60404541.316,14283088.888,52122174.507,60278689.578,60806322.597,41806782.753,75236063.614,86351905.498,38909014.008,27517811.577,24586543.66,46403724.326,63010802.493,80633323.076,35906084.693,15816865.402,90587941.164,80733198.176,42826639.636,20576867.098,13365692.519,41925899.301,73233712.232,61546429.687,47593728.742,26401167.27,59584602.655,25249659.352,83147377.269,53376270.185,26660328.768,50339715.327,47352607.235,96473513.045,71427610.528,65941725.535,63418977.237,82890139.216,11605820.331,73382649.293,40550615.557,32062784.225,90058998.001,69782610.229,1,0,0
86351902.764,78902619.772,52519128.899,66595442.359,48301247.38,48990089.126,60517195.779,14272672.139,52130441.364,60277686.369,60792716.771,41849030.778,75235947.508,86359636.592,38921031.052,27517214.595,24590006.404,46347808.083,63129854.841,80634144.158,35914872.242,15827660.269,90585743.742,80733599.928,42825836.084,20582278.461,13355320.564,41924222.275,73248685.906,61556491.934,47594707.587,26396805.135,59584611.509,25231340.139,82974672.126,53373520.228,26665719.823,50332877.105,47345821.829,96472827.026,71443706.502,65942548.733,63398236.85,82891104.356,11601295.802,73379805.061,40552563.614,32061111.324,90058689.972,69771659.056,1,0,0
86352876.997,78728435.036,52519576.557,66595420.369,48298300.329,48990366.949,60420331.626,14278709.767,52129747.598,60273827.652,60790868.846,41838139.279,75233462.813,86386068.443,38919436.798,27510688.77,24591333.754,46421239.728,63024254.938,80633967.562,35907014.053,15826956.83,90585849.237,80732084.653,42819375.843,20580393.567,13354509.145,41928274.249,73233675.039,61566322.539,47595548.756,26407096.553,59541727.582,25227484.102,83125546.04,53379370.183,26666547.423,50313407.631,47341702.303,96472953.521,71447048.561,65944377.39,63398226.842,82888196.498,11602990.693,73380359.601,40552767.781,32060441.59,90056192.939,69786583.737,1,0,0
86355650.277,78898525.172,52516545.759,66598363.136,48296896.383,48991586.266,60415722.259,14261364.359,52130668.651,60272708.897,60751747.09,41832957.031,75261302.694,86390273.964,38911807.097,27345900.137,24589429.932,46411295.913,63036726.107,80632171.982,35906128.02,15826618.027,90585758.778,80719802.039,42837395.628,20579813.788,13354814.304,41928206.477,73221630.701,61563726.982,47609328.785,26389608.192,59580430.409,25232567.716,83125144.952,53397236.821,26670825.882,50289112.867,47346657.679,96470034.114,71442588.34,65955066.406,63396649.166,82889720.362,11680173.807,73386656.525,40619076.242,32061509.556,90058234.416,69781727.331,1,0,0
86351919.804,78900152.855,52519033.013,66584192.967,48299779.218,48990271.819,60404488.477,14276045.747,52128228.455,60273487.231,60795305.086,41858983.656,75229826.043,86364199.745,38906431.974,27509333.646,24596968.923,46412053.685,63014701.419,80633776.847,35911421.174,15826905.374,90579879.251,80751022.036,42824612.867,20586292.377,13354671.013,41927297.157,73235408.199,61555849.658,47599419.906,26389125.827,59584610.665,25226873.432,83127747.586,53372195.965,26668997.119,50316289.787,47343151.941,96472776.483,71444029.034,65946418.646,63401385.296,82885282.678,11527417.807,73382160.745,40551460.06,32062117.216,90059329.407,69800966.976,1,0,0
86347313.25,78932844.422,52518111.117,66624394.33,48330541.039,48990571.953,60455923.526,14257432.354,52124919.588,60278375.145,60852600.548,41817414.14,75274696.839,86345942.988,39878410.784,27494356.984,24589609.586,46387254.719,63001879.545,80646206.199,35915730.645,15831148.445,90582113.244,80729712.992,42824874.442,20570654.325,13350293.454,41941407.936,73256578.697,61551710.584,47611686.988,26513564.554,59584310.881,25233510.015,83153852.148,53381402.737,26670388.636,50334714.583,47347239.786,96472959.389,71443090.658,65943701.444,63397036.085,82869527.762,11599318.009,73372085.121,40554021.316,32061015.232,90059335.219,69788028.39,1,0,0
86348929.799,78900177.767,52519367.079,66600654.941,48303468.929,48990267.37,60435618.891,14273385.27,52127910.742,60277739.056,60792984.045,41840321.424,75238053.494,86362015.735,38915114.899,27514534.913,24588511.509,46874568.768,63497972.323,80661631.553,35893182.591,15826916.423,90585214.871,80731058.976,42823302.804,20580946.644,13356010.195,41925603.414,73237850.672,61569094.111,47597700.023,26389562.378,59585725.035,25225132.089,83230730.835,53384293.573,26665979.171,50321088.026,47348748.476,96477293.795,71447796.933,65939868.64,63358405.649,82891897.999,11597260.307,73380461.154,40563115.58,32061370.116,90059303.219,69772167.193,1,0,0
86355982.32,78901276.912,52520009.617,66586508.209,48315797.796,48986216.455,60395275.11,14338119.123,52124176.508,60277330.736,60738710.928,41847762.601,75225760.287,86394163.782,38889080.886,27543505.071,24592442.293,46410019.948,63009117.097,80638077.45,35923889.451,15823038.361,90585367.402,80726867.688,42824298.822,20575358.253,13354806.917,41927650.889,73345515.616,61567028.873,47589434.619,26384073.298,59583143.731,25232330.118,83132356.213,53369936.08,26661965.295,50300492.653,47330934.741,96473154.794,71448483.049,65947906.381,63409614.305,82885977.146,11590175.972,73373694.851,40557487.241,32060021.796,90058976.588,69791273.238,1,0,0
86346146.372,78899631.871,52515294.91,66596723.695,48296973.287,48990070.044,60405140.599,14322265.674,52130723.581,60265704.732,60812836.243,41835637.781,75243495.679,86272148.713,38888734.936,27506353.757,24591905.58,46379531.49,63376785.068,80647639.542,35863172.484,15824719.229,90586368.315,80676522.962,42824274.368,20579686.799,13351021.02,41926680.864,73287821.757,61602199.534,47597925.748,26375042.094,59584508.117,25213546.67,83126358.146,53380894.0,26663408.159,50077504.489,47341108.097,96472374.911,71443887.904,65828068.632,63412813.379,81995355.297,11597674.124,73510272.779,40533485.629,32061764.447,90058243.291,69762534.969,1,0,0
86371565.186,78910144.231,52517874.139,66602948.476,48299964.268,48990253.265,60408465.568,14267180.078,52131469.515,60282250.121,60734995.302,41838721.348,75183220.313,86374892.103,38906381.922,27504911.338,24603133.926,46409242.781,63008428.123,80630044.797,35924260.478,15836492.471,90589172.477,80737133.869,42826899.063,20624807.852,13176822.453,41925607.9,73242582.937,61557816.211,47582709.928,26473170.375,59584543.286,25219667.14,83169140.974,53384006.633,26665799.636,50326839.455,47390925.608,96473273.756,71443866.292,65945915.903,63397876.599,82879815.423,11561114.422,73380415.956,40552392.014,32063273.026,90058939.676,69762166.067,1,0,0
86357218.205,78898582.597,52519328.137,66612663.201,48295006.972,48990232.702,60408600.104,14267414.174,52128766.385,60262147.781,60800891.77,41846935.653,75225819.445,86366896.124,38906524.177,27516862.146,24594145.573,46413993.95,63096108.925,80632683.003,35912873.868,15823537.21,90586189.234,80738536.24,42825962.114,20583387.203,13353807.131,41926613.74,73255018.764,61559028.714,47592717.601,26382833.113,59584329.272,25236638.401,83127518.63,53372661.264,26663638.382,50296068.164,47342399.666,96471627.913,71444866.102,65944609.949,63404475.673,82888068.15,11603995.047,73384185.566,40552394.172,32060831.185,90058410.938,69775564.749,1,0,0
86350188.412,78904880.654,52518054.906,66591073.505,48300762.621,48992312.714,60393296.81,14272335.75,52131139.751,60277358.645,60784861.409,41826520.365,75227105.589,86365530.763,38990340.177,27514897.039,24586993.466,46408513.854,63023858.432,80638358.939,35911625.501,15824256.036,90586513.47,80732240.866,42825713.122,20572915.415,13354397.768,41928314.379,73229210.489,61544051.351,47593175.05,26599334.509,59585612.967,25224362.567,83135690.711,53380664.352,26665266.742,50331364.403,47352574.037,96472775.133,71444550.248,65948816.62,63393176.524,82886595.56,11602786.22,73382616.777,40552558.642,32062367.427,90057227.887,69775216.776,1,0,0
86358310.462,78899101.129,52515877.997,66602067.705,48307292.086,48990855.349,60408868.652,14296969.469,52129507.6,60279248.029,60794914.371,41846758.895,75309295.198,87385625.702,38942400.344,27474497.265,24576888.56,46455273.89,63019734.551,80615618.411,35911186.16,15827528.908,90588156.837,80726977.335,42826393.399,20580565.617,13353751.683,41929100.772,73231889.882,61553477.221,47596304.869,26384336.138,59584983.238,25224551.037,83110534.539,53368907.747,26663026.943,50312561.235,47338613.177,96471960.257,71443623.516,65945285.958,63372234.711,82890092.973,11596707.2,73381741.295,40550264.389,32060873.603,90051880.786,69780314.273,1,0,0
86355178.529,78904526.208,52518876.552,66600421.601,48299768.701,48989856.308,60415565.582,14273804.936,52131032.364,60277607.883,60754986.666,41836680.015,75231942.27,86365701.554,38935127.624,27515412.179,24578672.901,46408584.024,63061756.472,80639477.372,35912018.891,15826050.74,90586394.075,80731419.623,42826675.668,20579127.975,13354487.203,41921199.394,73246376.384,61555894.11,47594358.308,26361987.877,59584570.411,25227159.454,83145067.186,53373648.995,26665417.499,50324124.607,47338201.429,96473056.547,71443748.853,65946755.573,63398871.551,82884750.211,11603164.319,73380103.486,40549573.992,32061289.455,90057740.106,69770563.602,1,0,0
86355827.432,78901993.391,52518924.577,66598213.766,48299007.024,48990149.693,60415430.823,14275101.96,52129877.669,60275152.835,60792424.975,41840594.425,75235437.174,86368325.682,38917018.815,27512431.997,24591063.004,46406391.093,63023365.674,80636267.699,35910344.67,15826659.443,90586229.403,80730349.325,42825751.567,20580160.459,13354677.958,41926678.998,73235920.737,61556136.187,47594691.776,26389825.193,59584526.949,25227387.279,83126703.471,53379336.902,26665836.678,50322570.729,47344516.466,96472930.975,71443821.402,65945845.717,63400020.636,82886274.224,11602182.031,73380898.428,40553004.132,32061184.605,90058686.613,69772713.894,1,0,0
86353969.745,78902378.94,52519998.284,66617316.874,48242152.571,48990583.974,60414142.142,14275789.312,52128013.756,60230332.581,60797303.196,41309201.019,75225374.441,86370485.429,39143858.642,27497042.95,24599127.004,46389062.166,62740186.262,80636590.092,35913642.459,15824719.158,90586868.303,80732950.43,42824203.135,20582322.262,13352032.395,41904891.295,73227150.349,61560227.456,47605411.824,26374655.204,59584125.995,25228716.353,83134248.128,53348604.505,26670793.466,50296955.519,47340167.409,96472334.801,71446057.443,65952043.758,63394362.487,82884759.405,11617332.372,73378472.871,40550285.958,32062529.047,90059164.373,69773468.522,1,0,0
86342804.17,78894787.765,52518682.955,66570192.874,48300014.933,48990065.075,60411380.619,14260202.401,52129647.434,60276362.664,60816738.803,41837295.469,75220990.547,86372954.809,38859841.56,27513342.36,24587236.869,46407357.195,62993747.894,80777673.565,35905961.57,15828269.045,90585609.02,80734371.723,42818956.425,20578791.367,13355035.141,41920220.596,73256404.677,61645498.984,47599352.892,26372129.73,59584552.6,25231517.478,83125360.39,53391869.538,26666521.983,50332378.223,47267222.434,96472724.981,71436659.341,65944271.439,63415109.583,82888371.657,11603929.998,73382633.563,40551383.568,32060019.246,90058427.119,69742969.432,1,0,0
86352035.53,78902148.479,52519779.6,66591895.458,48293419.134,48990492.815,60393923.304,14289240.038,52173879.049,60255063.009,60792252.339,41731039.839,75222902.681,86382589.266,38914543.4,27517957.769,24584930.546,46401045.202,63060658.388,80568047.97,37533924.154,15828191.58,90589236.687,80714722.603,42826493.351,20584335.649,13359154.499,41925422.466,73234622.139,61561439.135,47596224.638,26396084.396,59587598.917,25230598.066,83139404.851,53413498.583,26663944.553,50307238.967,47337664.507,96472266.347,71445760.452,65943412.176,63409768.937,82886781.704,11598203.054,73371041.489,40579395.997,32059669.783,90058405.121,69770329.259,1,0,0
86307285.012,78893731.481,52519722.591,66593786.225,48291562.438,48990026.016,60404542.812,14089206.282,52131160.843,60274478.776,60790910.264,41846366.354,75236924.256,86374151.75,38924814.733,27508907.558,24594608.386,46426992.463,62941974.696,80624047.779,35909032.757,15830540.429,90585293.173,80746065.764,42848799.028,20570549.659,13355283.122,41925404.835,73243793.865,61570270.19,47576525.239,26377865.071,59583479.73,25228572.066,83121158.274,53412596.143,26666687.344,50427591.74,47354062.777,96472903.172,71444795.986,65945164.596,63334168.503,82884075.484,11615100.477,73377677.904,40542532.286,32062095.826,90047030.094,69774221.552,1,0,0
86355827.431,78901986.073,52518924.574,66598213.753,48299007.034,48990149.692,60415430.822,14275101.95,52129877.667,60275152.853,60792424.974,41840594.444,75235437.167,86368325.674,38917018.789,27512431.996,24591063.23,46406391.064,63023365.542,80636267.777,35910344.652,15826659.443,90586229.403,80730348.643,42825751.556,20580160.433,13354677.971,41926678.995,73235920.737,61556136.114,47594691.771,26389825.015,59584526.949,25227387.279,83126703.503,53379336.884,26665836.654,50322570.728,47344516.465,96472930.974,71443821.41,65945845.712,63400020.637,82886274.228,11602182.033,73380898.354,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86374053.693,78892764.011,52519959.944,66597509.712,48305733.801,48990181.517,60430748.158,14270712.362,52130937.265,60287396.238,60763782.499,41867169.435,75254157.957,86407743.689,38960041.726,27498345.729,24592845.164,46381736.155,62936760.845,80602855.071,35911203.139,15826116.674,90582765.964,80588038.101,42821437.364,20579035.374,13370664.008,41931431.353,73238119.175,61550479.572,46985260.182,26444521.037,59584566.853,25228445.693,83152960.083,53379524.722,26669516.969,50316927.251,47321481.96,96471172.915,71432016.582,65952518.961,63353536.132,82878525.971,11600915.969,73384299.677,40553250.151,32061663.274,90059578.586,69765297.603,1,0,0
86359326.966,78905147.431,52519147.759,66599336.401,48293347.723,48990175.778,60400641.011,14268548.053,52129200.263,60232338.497,60788264.296,41848037.134,75273227.686,86370506.547,38893280.418,27520248.649,24600966.68,46411552.29,62866975.264,80632580.425,35911722.947,15823883.313,90584044.6,80732491.561,42826011.08,20585612.018,13353378.061,41926017.11,73250357.493,61558976.364,47593108.325,26461432.924,59584453.035,25223224.439,83127625.343,53373813.67,26664787.184,50354285.999,47337261.875,96473262.171,71445628.625,65955351.331,63407456.963,82892392.009,11607699.354,73387722.763,40552399.103,32060938.732,90058431.895,69773925.967,1,0,0
86786653.46,78896160.513,52518949.467,66625521.851,48286876.911,48990166.913,60417735.284,14297329.084,52126773.284,60277048.474,60791758.673,41813796.043,75263413.537,86361539.439,39633254.762,27520241.975,24592542.485,45401130.119,63040623.122,80653589.726,35908582.078,15821559.735,90585399.511,80738288.572,42825287.168,20578807.215,13354536.858,41933019.159,73386452.146,61556826.281,47600135.014,26393662.988,59584405.776,25211173.029,83126574.951,53377771.381,26665198.235,50312820.948,47340909.05,96471099.419,71449478.176,65945745.365,63387749.905,82882679.899,11607453.946,73376310.751,40560470.148,32057320.843,90058070.985,69764233.147,1,0,0
86355827.432,78901986.07,52518924.575,66598213.752,48299007.037,48990149.693,60415430.822,14275101.955,52129877.668,60275152.858,60792424.94,41840594.412,75235437.175,86368325.678,38917018.804,27512431.995,24591063.205,46406390.716,63023365.564,80636267.616,35910344.66,15826659.443,90586229.35,80730348.494,42825751.555,20580160.432,13354677.972,41926678.998,73235920.777,61556136.182,47594691.771,26389825.141,59584526.949,25227387.279,83126703.515,53379336.899,26665836.681,50322570.724,47344516.466,96472930.971,71443821.416,65945845.726,63400020.636,82886274.219,11602182.017,73380898.382,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86355459.925,78908408.335,52513864.82,66677471.614,48290540.874,48990284.648,60413794.834,14262351.141,52134877.777,60388137.096,60783195.542,41845102.259,75113291.98,86368107.364,38920974.79,27551574.049,24483365.348,46394963.86,62991490.695,80537001.93,35911630.03,15826138.456,90585826.485,80728324.094,42822631.343,20582693.347,13354950.701,41927199.192,73254852.548,61545992.871,47581359.915,26397600.356,59584498.601,25228577.555,83135204.957,53374235.537,26664672.643,50300454.257,47311539.406,96472676.508,71438694.874,65949399.408,63389446.39,82887348.648,11603244.579,73380213.049,40550343.693,32061550.266,90057992.287,69773175.01,1,0,0
86355827.43,78901986.074,52518924.604,66598213.734,48299007.046,48990149.708,60415430.819,14275101.88,52129877.666,60275152.858,60792425.55,41840594.437,75235437.318,86368325.699,38917018.785,27512431.992,24591062.579,46406391.609,63023365.877,80636267.57,35910344.656,15826659.443,90586229.407,80730348.698,42825751.555,20580163.634,13354677.973,41926679.002,73235920.787,61556137.11,47594691.777,26389835.142,59584526.948,25227387.28,83126703.436,53379336.917,26665836.794,50322570.72,47344516.468,96472931.0,71443821.238,65945845.686,63400020.636,82886274.222,11602182.032,73380898.452,40553004.131,32061184.605,90058686.614,69772713.894,1,0,0
86293624.265,78878858.963,52517899.264,66589379.346,48302615.917,48990764.996,60420805.277,14192285.999,52119483.255,63671921.73,60811539.296,41901343.573,75221993.127,86365719.722,38898342.549,27524844.732,24598033.25,46397910.999,63043994.939,80614696.597,35909490.736,15845207.23,90582815.462,80704430.569,42821070.349,19437612.201,13355361.052,41885331.628,73248213.744,61553899.676,47594217.317,26397844.849,59584274.987,25192918.999,83123686.933,53366116.496,26670257.076,50411521.0,47341899.665,96471102.337,71442586.686,65960089.625,63418714.983,82911994.749,11602277.612,73376045.691,40546438.569,32061948.224,90058488.46,69797807.48,1,0,0
86351565.463,79229183.046,52520224.039,66560410.686,48288685.199,48990130.372,60444910.433,14318017.566,52128033.507,60272917.331,60834870.407,41846527.179,75224074.366,86388919.942,38854947.051,27504477.12,24593375.551,46356811.155,62988644.799,80624532.17,35912458.28,15824766.837,90586043.289,80719095.38,42825595.897,20580097.896,13353688.267,41923590.285,74800421.429,61556320.029,47595831.551,26350957.031,59584245.233,25224432.051,83139960.386,53367993.224,26666874.587,50299020.587,47341945.141,96470831.491,71446355.583,65942861.337,63392442.08,82886548.018,11684359.3,73381268.778,40568523.84,32060204.438,90057778.298,69807917.191,1,0,0
86354775.232,78903354.197,52519397.952,66586422.972,48307248.367,48990666.946,60426452.56,16678919.598,52128860.011,60275926.463,60765973.509,41796241.61,75227431.452,86393886.29,39193579.51,27569378.054,24606098.6,46415309.315,63059864.306,80638762.277,35944605.974,15827493.23,90584068.645,80738966.742,42825293.545,20565183.145,13353539.277,41929119.036,73246367.044,61561273.691,47577733.643,26414845.23,59584899.517,25228959.812,82885474.867,53443250.329,26668644.945,50206942.141,47338035.355,96473353.671,71451850.13,65946941.015,63405963.898,82883327.329,11601841.061,73387872.557,40553654.355,32062437.778,90063263.872,69790222.019,1,0,0
86362920.211,78891292.558,52516901.58,66570382.265,48277940.753,48990198.436,60435983.619,14255785.301,52128381.584,60086825.297,60803285.342,41941567.182,75225928.093,86365135.252,38859785.094,27532100.047,24601191.179,46429212.287,63037242.859,80632990.51,35901312.294,15822651.872,90588190.686,80723308.372,42825723.461,20580838.261,13342960.148,41921433.063,73272373.122,61557503.61,47598693.704,26365818.28,59513432.257,25237556.604,83127429.35,53368647.919,26665477.247,50329409.582,47338733.087,96470228.947,71439394.423,65941056.776,63439684.898,82898960.751,11619948.685,73384896.261,40589010.446,32061247.78,90056013.918,69710575.409,1,0,0
86356084.723,78892912.576,52515466.277,66594917.776,48303870.115,48990075.549,60409328.911,14287656.334,52129952.872,60265291.446,60754616.267,41836610.087,75235322.634,86368722.657,38853333.948,27510788.086,24592437.866,46409095.613,62969496.532,80636057.478,35940832.747,15826186.994,90587591.305,80729653.603,42824318.054,20640319.684,13356789.654,41926040.474,73230595.416,61551697.923,47586343.402,26347626.736,59585087.887,25231013.099,83121221.57,53384004.807,26677871.984,50298472.841,47340963.009,96472077.407,71448359.663,65947685.527,63411296.028,82889369.907,11644786.429,73381507.847,40554736.693,32061011.045,90062956.46,69720123.834,1,0,0
86355239.799,78903204.397,52518855.647,66610581.62,48288304.348,48989789.17,60435181.292,14275609.666,52128094.546,62441137.912,60695463.679,41854933.624,75230775.058,86369637.626,38925979.393,27560186.103,24605022.584,46403489.527,63015734.006,80636457.427,35910244.325,15822749.922,90586468.649,80797267.333,42825883.559,20550884.172,13354662.561,41924358.59,73246481.107,61557527.833,47647879.406,26402222.227,59585603.473,25232503.443,83139766.0,53372600.473,26667804.646,50255708.847,47343111.682,96470356.847,71445197.584,65946974.484,63353458.122,82893732.847,11603126.02,73385560.661,40570177.991,32060954.416,90064150.676,69769827.703,1,0,0
86433968.882,78902588.263,52519090.394,66586155.093,48288268.661,48988950.673,60404143.866,14270149.589,52128555.433,60273688.909,60794788.93,41854444.412,75224618.465,86368700.433,38996611.812,27534067.669,24603968.17,46391523.833,57698046.664,80629092.467,35907888.809,15825576.887,90629412.755,80725988.797,42828859.218,20579338.579,13354294.864,41926599.076,73243769.528,61552997.851,47593491.405,26409311.088,59584949.827,25230323.681,83127890.139,53394716.421,26660338.472,50322101.063,47310625.15,96472088.72,71453967.094,65898283.811,63412262.521,82901612.34,11600485.361,73378444.159,40544933.951,32059613.376,90066335.605,69791976.301,1,0,0
