f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Place
990591.75,646833.834,647103.356,16838.904,460857.255,808950.486,70275.741,5647.256,25332.432,714653.775,419792.652,545479.691,878668.033,674981.409,110310.352,20098.958,636451.011,119805.062,161259.608,251239.853,140180.819,419426.513,922496.857,8243.737,8661.124,37798.866,867955.168,100322.981,54564.711,228005.188,2804.025,684652.265,383123.17,968950.005,17526.635,809580.663,291083.102,47270.633,36119.582,2461.625,197685.682,645676.476,2266.095,12979.699,668443.559,864430.04,90491.347,45844.079,138073.995,301552.987,1,1,0
990583.594,646834.57,646515.994,16830.822,460857.285,808819.836,70277.48,5647.286,25338.156,714685.02,419961.893,545479.636,878778.991,674931.898,110291.804,20112.972,636415.404,119805.62,161617.595,251223.714,140217.83,419593.421,922621.416,8243.341,8460.358,37811.874,867958.529,100407.205,54580.085,227710.705,2801.611,684633.54,383108.728,968850.515,17524.393,809539.041,291132.421,47293.695,36115.464,2461.679,197699.585,645605.592,2264.39,12980.153,668490.794,864402.41,90481.783,45854.072,138074.498,301552.638,1,1,0
990590.872,646835.185,646062.68,16846.845,460890.373,809244.982,70264.434,5647.178,25319.806,714672.759,419990.441,545479.457,878820.465,676026.061,110291.866,20111.611,636356.268,119821.058,161326.009,251196.5,140161.107,419411.544,922517.352,8242.927,8460.281,37821.667,867985.684,100238.786,54538.077,227972.576,2803.739,684828.403,383101.806,968846.458,17534.4,809601.375,290991.198,47313.28,36114.289,2461.884,197666.242,645642.542,2267.927,12981.261,668398.888,864408.22,90490.531,45896.141,138082.381,301551.97,1,1,0
990589.64,646834.743,647994.651,16833.298,460840.108,808936.127,70258.954,5647.78,25332.759,714731.606,419932.657,545479.665,878722.809,674975.962,110288.092,20111.639,636426.008,119808.149,161354.985,251195.284,140196.668,419495.665,922506.647,8242.86,8460.28,37823.715,867985.55,100334.103,54570.632,227952.059,2805.731,684608.748,383074.81,968878.6,17537.499,809599.903,291102.325,47333.464,36118.765,2459.251,197962.258,645759.214,2264.724,12986.151,668445.483,864486.252,90486.925,45856.468,138073.898,301551.448,1,1,0
990594.448,646831.769,646404.543,16831.757,460867.351,808851.188,70250.673,5647.499,25290.634,714715.625,420143.357,545479.643,878804.533,674928.502,110286.139,20107.83,636391.527,119804.88,161415.662,251198.828,140140.699,419420.81,922560.074,8244.871,8460.068,37817.334,867892.265,100319.694,54564.377,227658.273,2803.27,684638.623,383057.731,968891.947,17531.426,809597.772,291193.765,47306.412,36120.141,2461.419,197703.975,645982.195,2264.604,12980.265,668709.935,864435.715,90492.954,45864.118,138077.35,301551.893,1,1,0
990578.886,646834.283,646702.788,16830.673,460647.039,809046.455,70254.905,5647.282,25315.639,714633.693,420013.673,545479.618,878840.08,674919.763,110290.506,20112.451,636429.494,119796.108,161419.502,251232.941,140201.638,419441.45,922555.003,8239.992,8462.234,37822.929,867956.103,100419.64,54613.762,227397.292,2804.608,684632.974,383016.918,968879.582,17541.628,809606.635,291091.372,47261.519,36109.807,2461.749,197876.439,645672.898,2265.533,12991.546,668503.846,864384.413,90501.551,45866.965,138077.917,301552.376,1,1,0
990576.379,646835.475,646275.085,16827.404,460861.328,808779.161,70250.013,5647.274,25317.894,714653.17,419925.879,545479.62,878837.111,674944.138,110290.829,20111.393,636422.928,120348.969,161401.061,251206.352,140230.245,419427.285,922864.481,8243.684,8459.732,37817.845,867960.591,100361.068,54565.641,227675.646,2804.704,684604.453,383087.132,968883.501,17542.301,809593.264,291197.548,47272.138,36117.669,2458.656,197629.427,645949.815,2264.542,12979.344,668502.877,864392.929,90493.037,45848.305,138078.618,301552.444,1,1,0
990570.267,646833.556,646155.056,16827.439,460852.336,808851.151,70251.721,5647.246,25328.311,714846.638,420060.645,545479.851,878674.095,674969.002,110286.79,20108.976,636412.565,119773.698,161307.027,251220.032,140165.955,419301.019,922502.527,8238.94,8460.764,37826.433,867948.03,100405.46,54575.818,227578.771,2805.042,684534.643,383145.978,968879.262,17540.946,809599.938,291112.285,47298.744,36109.25,2461.689,197683.672,646196.245,2265.802,12980.883,668506.375,864338.597,90513.759,45872.633,138077.504,301554.072,1,1,0
990584.216,646834.064,645442.915,16829.686,460889.26,809062.569,70233.049,5647.359,25332.825,714819.342,419408.104,545479.623,878849.222,674862.889,110306.501,20112.15,636498.634,119806.806,161525.715,251367.484,140181.228,419428.207,922524.831,8245.717,8461.456,37734.727,866705.017,100377.119,54569.661,227688.48,2802.114,684571.462,383116.756,968881.749,17535.728,809585.305,291290.192,47322.251,36119.247,2461.582,200416.424,645741.782,2264.583,12979.563,668491.438,864479.968,90507.66,45854.358,138081.693,301547.999,1,1,0
990589.492,646834.638,646267.395,16835.573,460886.607,809029.422,70251.414,5648.019,25331.338,714643.971,419995.451,545479.835,878708.15,674942.742,110291.906,20102.28,636435.983,119804.229,161383.251,251266.631,140182.877,419431.15,922518.328,8230.51,8460.968,37819.887,867904.024,100260.88,54566.931,227957.416,2803.311,684550.076,383366.751,968881.804,17534.051,809594.486,291032.124,47339.096,36120.254,2461.479,197772.188,645782.422,2269.857,12981.281,668619.311,864391.389,90483.532,45849.722,138077.39,301547.139,1,1,0
990574.376,646835.443,646158.414,16827.107,460896.306,809337.108,70254.536,5647.492,25315.158,714636.481,419857.058,545479.665,878806.541,674915.191,110295.411,20111.48,636447.316,119803.244,161435.723,251297.403,140200.757,419430.733,922511.93,8243.827,8459.5,37808.598,867954.623,100362.711,54612.723,227564.838,2804.091,684562.272,383093.746,968894.587,17534.928,809590.863,291053.504,47309.788,36122.535,2461.673,197642.09,646008.405,2264.186,12977.145,668513.401,864399.783,90494.74,45844.372,138077.905,301551.587,1,1,0
990589.59,646835.165,645964.854,16833.561,460881.463,809691.836,70260.931,5647.658,25320.322,714634.734,420261.009,545479.754,878808.231,674953.463,110287.638,20102.666,636426.219,119803.934,161392.456,251179.679,140186.122,419406.077,922515.8,8242.384,8459.352,37812.007,867877.751,100425.364,54566.269,227962.377,2804.59,684548.005,383072.148,968893.561,17532.976,809579.142,291007.814,47309.112,36121.065,2461.545,197744.011,646052.754,2265.155,12980.513,668635.163,864441.861,90485.762,45855.07,138078.887,301548.112,1,1,0
990591.779,646835.834,646198.646,16830.884,460821.658,809162.633,70236.736,5647.557,25332.129,714663.208,419532.14,545479.72,878984.392,674977.664,110306.836,20113.112,636471.958,119773.143,161323.209,251257.011,140175.731,419435.293,922524.8,8240.772,8461.049,37809.396,867963.382,44343.831,54565.729,227636.753,2805.26,684295.953,383121.797,968889.463,17537.515,809615.307,291093.751,47341.326,36121.047,2461.796,197659.087,645424.317,2264.804,12978.921,668472.406,864484.617,90484.697,45851.211,138080.13,301551.786,1,1,0
990595.01,646837.14,646754.684,16824.549,460851.588,807263.923,70261.535,5647.058,25317.737,714676.073,420140.075,545479.668,878679.192,674929.138,110309.419,20086.898,636437.3,120333.456,161286.835,251173.041,140198.675,419427.63,922478.167,8240.159,8461.047,37842.763,867992.966,100382.964,54561.733,227657.499,2801.941,684610.692,383071.186,968851.675,17540.12,809591.751,291020.115,47310.182,36109.694,2462.074,197647.851,646208.614,2264.962,12978.227,668482.511,864375.487,90509.017,45848.637,138076.593,301552.844,1,1,0
990598.957,646838.795,646666.505,16821.792,460924.225,808265.262,70279.215,5647.505,25317.166,714739.962,419842.892,545479.631,878776.39,675985.89,110292.829,20109.541,636459.14,119817.723,161373.099,251402.054,140187.086,419389.303,922502.762,8242.736,8460.316,37816.217,867969.412,100510.769,54568.684,228047.614,2803.138,684653.383,383148.463,968846.763,17536.684,809596.949,290848.507,47321.826,36119.305,2461.409,197738.89,645409.19,2265.004,12981.079,668453.364,864522.303,90496.897,45852.05,138080.977,301551.055,1,1,0
990588.557,646831.625,647263.547,16843.89,460872.213,808799.399,70257.11,5647.127,25333.349,714747.387,419551.28,545479.695,878837.922,675037.155,110286.329,20109.178,636447.702,119628.982,161296.736,251249.097,140172.974,419401.876,922524.85,8243.625,8466.043,37812.832,867965.703,100463.291,54572.24,227810.319,2804.966,684885.341,383115.655,968846.204,17538.278,809615.606,291138.658,47333.512,36114.915,2461.266,197708.742,645428.493,2264.688,12979.527,668443.829,864342.417,90484.649,45849.127,138080.789,301552.478,1,1,0
990584.074,646833.076,646045.469,16849.859,460869.522,809402.828,70257.942,5647.287,25332.269,714718.348,420172.039,545479.591,878786.788,675043.502,110293.953,20114.767,636468.117,119401.835,161246.968,251255.854,140159.588,419525.466,922535.065,8244.298,8485.939,37816.976,867957.128,100338.782,54589.236,227969.995,2804.341,684591.217,383112.523,968844.12,17544.224,809605.081,291160.928,47349.385,36120.22,2461.328,197662.255,645438.388,2264.012,12973.251,668431.818,864485.182,90488.379,45850.036,138080.662,301551.498,1,1,0
990563.153,646833.796,646203.422,16832.387,460883.423,808760.557,70252.664,5647.353,25316.511,714628.047,419963.482,545479.642,878774.999,674928.944,110290.362,20111.286,636414.016,119800.37,161352.15,251195.647,140142.006,419393.928,922552.116,8241.316,8460.238,37817.566,867965.537,100354.572,54568.305,228004.118,2804.635,684654.271,383092.922,968891.925,17542.927,809595.413,291753.204,47339.501,36126.261,2461.429,197577.599,645933.317,2264.191,12977.622,668421.691,864396.19,90495.043,45857.751,138077.972,301552.669,1,1,0
990583.562,646832.733,646292.526,16827.864,460868.218,808751.609,70251.968,5647.412,25314.408,714640.677,420122.007,545479.767,878809.137,674933.902,110292.577,20109.731,636429.659,119802.075,161435.565,251157.901,140203.811,419409.956,922535.508,8240.45,8460.769,37814.343,867947.024,100353.201,54570.2,227529.985,2805.062,684624.458,383078.645,968884.65,17543.367,809589.147,291044.579,47296.658,36119.608,2461.161,197665.224,645890.042,2264.631,12978.167,668542.865,864421.403,90493.131,45873.932,138078.358,301553.923,1,1,0
990593.641,646835.592,646594.863,16868.724,460850.055,808837.718,70265.877,5644.663,25331.085,714757.372,419968.102,545479.561,878821.128,674988.891,110282.046,20103.655,636456.166,119817.606,161345.078,250451.528,140206.917,419371.366,922514.62,8243.285,8461.134,37813.217,867899.982,100470.539,54564.957,228152.496,2801.513,684677.732,383055.069,968848.57,17531.537,809594.081,290868.325,47243.323,36119.695,2462.068,197764.802,645395.286,2248.164,12981.091,668651.61,864415.837,90474.975,45856.69,138081.166,301554.258,1,1,0
990589.217,646833.338,645971.584,16831.721,460486.947,809151.754,70287.682,5647.468,25316.342,714662.432,419943.897,545479.576,878834.465,674948.783,110301.972,20110.213,636586.198,119817.585,161324.14,251192.438,140180.784,419428.717,922532.555,8245.284,8458.037,37836.433,867968.361,99995.325,54641.986,227985.786,2809.762,684565.196,383095.717,968882.541,17543.901,809594.43,291281.154,47309.958,36106.832,2462.802,197703.088,645589.265,2263.77,12981.585,668439.974,864415.036,90502.625,45866.088,138076.509,301552.552,1,1,0
990586.387,646834.351,645935.307,16831.179,460764.952,809026.025,70251.732,5647.647,25343.177,714650.725,419899.577,545479.774,878794.646,674974.922,110293.291,20111.827,636451.301,120477.566,161260.852,251186.173,140159.277,419418.748,922510.834,8244.406,8460.962,37823.603,867968.192,100325.133,54581.101,227653.963,2804.42,684634.099,383140.032,968851.672,17532.28,809595.207,291193.037,47318.115,36120.483,2461.687,197649.215,645673.777,2262.43,12981.122,668500.501,864418.484,90487.621,45852.917,138080.632,301551.583,1,1,0
990569.567,646832.657,646207.087,16825.301,460848.53,808752.947,70253.272,5647.255,25314.354,714630.546,419922.97,545479.652,878859.249,674932.213,110292.894,20109.619,636422.041,119829.27,161442.239,251204.852,140206.239,419414.574,922887.139,8241.585,8459.909,37814.419,867952.444,100356.133,54561.406,227532.008,2804.802,684648.499,383126.754,968887.764,17543.337,809587.118,291044.34,47293.28,36119.052,2458.595,197658.992,643171.706,2268.043,12976.855,668515.532,864387.868,90491.005,45872.863,138078.21,301544.57,1,1,0
990582.898,646835.848,646169.018,16836.339,460861.228,809046.973,70254.448,5647.65,25317.955,714589.084,419300.922,545479.574,878852.317,674928.647,110298.371,20113.551,636463.076,119799.503,161442.95,251203.462,140185.565,419509.045,922530.903,8240.844,8459.381,37815.49,867953.53,100388.138,54571.029,227536.053,2804.047,684590.305,383106.608,968896.445,17534.827,809586.884,291101.048,47308.108,36119.996,2461.423,197675.817,646505.264,2264.789,12977.721,668519.735,864393.884,90497.264,45847.875,138077.703,301551.664,1,1,0
990592.224,646834.849,646064.547,16836.776,460910.521,809040.221,70251.825,5647.71,25318.584,714619.548,419476.581,545479.757,878852.212,674909.698,110292.759,20113.168,636303.697,119794.629,161343.738,251198.142,140200.696,419380.506,922522.294,8231.315,8460.263,37819.682,867959.385,100452.551,54574.31,228035.569,2804.035,684600.379,383110.927,968893.562,17536.443,809575.618,291101.372,47306.932,36120.775,2461.474,197475.116,645854.249,2267.035,12977.838,668447.837,864419.994,90497.989,45855.605,138077.605,301548.83,1,1,0
990587.972,646831.984,646218.505,16830.627,460855.641,808738.013,70247.496,5647.141,25330.466,714626.386,419910.822,545479.727,878851.918,674912.074,110288.787,20114.158,636435.261,119811.555,161481.628,251151.107,140510.581,419386.574,922624.463,8228.922,8460.307,37763.168,867790.311,100414.754,54566.444,227823.653,2804.45,684495.591,383355.584,968886.171,17541.622,809595.355,291040.731,47324.61,36125.361,2463.494,197752.482,645776.751,2261.419,12979.456,668450.445,864384.234,90500.346,45871.471,138078.182,301548.756,1,1,0
990590.013,646835.424,645958.055,16825.794,460927.435,809012.848,70254.841,5648.476,25325.922,714686.118,419538.349,545479.734,878831.54,674980.203,110298.923,20100.988,636462.303,119820.262,161356.984,251227.006,140174.007,419427.545,922520.846,8249.14,8459.309,37797.813,867775.46,100488.496,54569.531,227728.845,2804.745,684511.72,383084.706,968846.69,17535.497,809588.488,291116.303,47342.044,36120.179,2461.613,197630.889,645429.351,2267.762,12979.231,668680.562,864439.693,90495.366,45849.694,138079.087,301549.381,1,1,0
990576.17,646835.194,645840.281,16827.683,460875.9,809087.414,70252.845,5647.736,25316.819,714617.128,419965.452,545479.78,878798.385,674943.99,110289.692,20112.975,636426.576,119794.572,161448.336,251179.157,140182.931,419418.043,922521.754,8241.77,8458.931,37814.102,867953.615,100280.887,54571.95,227545.897,2804.319,684573.952,383103.407,968900.148,17535.815,809573.308,291113.929,47299.685,36120.847,2461.573,197727.8,645951.825,2266.12,12979.181,668524.52,864413.671,90491.808,45850.62,138078.164,301547.847,1,1,0
990575.356,646835.245,645855.354,16828.757,460883.308,809090.502,70253.035,5647.711,25317.471,714621.45,420024.9,545479.775,878810.066,674943.242,110288.19,20112.88,636426.076,119796.03,161438.455,251200.11,140186.512,419407.63,922521.493,8243.136,8458.94,37814.452,867953.003,100223.042,54571.687,227567.58,2804.229,684576.111,383104.404,968899.741,17536.621,809575.809,291114.093,47299.581,36120.824,2461.415,197717.291,645934.514,2265.924,12979.369,668520.01,864417.418,90491.491,45850.858,138078.587,301547.111,1,1,0
990577.042,646832.163,646611.269,16847.542,460965.386,807820.388,70250.787,5647.19,25315.781,714675.433,421806.908,545479.722,878773.34,674886.819,110282.722,20101.573,636911.165,119808.347,161310.654,251154.61,140208.782,419395.962,922522.349,8243.426,8459.351,37816.382,867975.338,100401.277,54571.256,227945.714,2805.142,684638.762,383130.772,968862.53,17543.081,809615.342,291407.278,47340.669,36112.615,2461.869,197720.187,645947.343,2264.363,12982.589,668429.029,864409.744,90491.293,45876.689,138077.269,301556.76,1,1,0
990588.15,646836.349,646420.109,16849.019,460905.213,809074.686,70241.898,5647.251,25323.405,714725.994,419908.531,545479.605,878802.828,674968.514,110283.924,20111.079,636458.574,119831.029,161338.208,251254.313,140183.737,419429.397,922511.95,8242.505,8467.591,37835.255,867966.397,100411.715,54685.077,227872.27,2803.861,684800.034,383364.095,968872.627,17533.625,809622.529,291084.134,47317.628,36109.383,2461.085,197728.752,645445.331,2265.096,12984.008,668457.261,864420.532,90508.319,45853.613,138079.727,301552.84,1,1,0
990595.246,646833.959,646747.043,16846.605,460850.055,809054.553,70251.844,5647.371,25331.886,714738.675,420403.376,545480.047,878852.756,674988.854,110310.621,20114.464,636371.423,119835.584,161316.222,251264.133,140149.007,419411.408,922510.167,8238.278,8459.475,37808.532,867961.032,100378.257,54566.169,227927.76,2803.983,684321.6,383016.912,968858.416,17532.898,809669.336,291213.161,47338.036,36119.034,2460.495,197473.535,645500.601,2263.652,12990.616,668453.138,864436.667,90491.087,45851.92,138073.887,301552.17,1,1,0
990592.985,646835.522,645861.598,16836.482,460860.715,808825.126,70250.898,5659.179,25331.836,714726.156,419859.799,545479.581,878809.089,674470.687,110281.769,20104.784,636402.52,119759.975,161337.548,251191.78,140186.825,419415.907,922875.647,8243.548,8459.271,37824.181,868012.427,100341.493,54571.062,227971.834,2809.053,684538.089,383091.721,968885.385,17533.235,809604.182,291060.59,47309.044,36111.966,2461.001,197719.507,645817.804,2264.399,12980.499,668417.47,864387.28,90506.885,45854.247,138075.818,301552.46,1,1,0
990590.751,646833.705,646319.776,16834.115,460877.173,809066.568,70254.223,5647.114,25329.705,714742.212,420003.541,545479.747,878788.376,674970.899,110285.485,20111.486,636423.921,119801.977,161312.072,251231.918,140186.586,419405.146,922533.316,8243.4,8461.297,37814.385,867966.5,100383.197,54564.617,227815.32,2804.362,684578.117,383106.752,968882.121,17539.577,809589.716,291111.571,47312.733,36120.011,2461.445,197763.683,645734.765,2265.652,12985.017,668518.259,864451.337,90485.758,45845.094,138079.463,301568.46,1,1,0
990571.867,646836.076,646321.835,16834.639,460862.629,808622.728,70248.334,5647.227,25320.72,714693.802,419990.306,545479.642,878803.411,674938.787,110289.227,20111.127,636419.643,119827.58,161463.605,251303.864,140100.033,414098.005,922548.303,8240.519,8457.001,37815.487,867931.498,100481.025,54566.644,227578.311,2804.048,684655.688,383093.294,968978.664,17530.689,809597.714,291102.677,47293.369,36106.035,2461.288,197647.413,645476.887,2265.322,12978.308,668512.305,864402.004,90508.934,45871.018,138076.696,301553.209,1,1,0
990574.613,646833.276,646293.412,16834.094,460886.51,808604.365,70252.257,5648.256,25315.882,714648.999,419962.388,545479.62,878838.747,674925.533,110293.223,20112.044,636418.85,119824.501,161466.251,251246.517,140178.2,419419.979,922541.972,8241.055,8459.848,37798.743,867947.662,100365.606,54564.638,227508.558,2803.677,684608.358,383096.85,968981.723,17531.643,809594.279,290924.92,47247.852,36118.853,2461.501,197719.672,646075.431,2264.724,12977.708,668495.792,864342.686,90493.113,45877.12,138074.869,301553.41,1,1,0
990570.489,646834.759,646874.629,16850.048,460218.052,808808.974,70256.83,5646.949,25319.331,714655.406,420001.113,545479.103,878846.564,674944.327,110306.777,20111.189,636315.579,119819.131,161369.945,251223.067,138391.277,419410.171,922516.78,8241.169,8459.673,37835.253,867956.567,101033.141,54564.925,227613.575,2804.807,684686.036,383120.392,968853.78,17540.369,809617.983,291350.299,47342.575,36107.482,2460.885,197726.938,645663.409,2264.206,12981.715,668491.588,864410.889,90510.411,45862.459,138076.958,301552.06,1,1,0
990585.91,646768.021,646847.044,16828.017,460900.117,799136.752,70255.983,5647.431,25328.829,714731.996,419896.165,545479.611,878778.605,674916.59,110291.842,20112.298,636343.081,120444.892,161568.891,251202.194,140184.243,419385.624,922710.184,8240.844,8459.233,37844.38,867978.55,100021.145,54574.564,227903.152,2806.913,684650.193,383087.744,968887.729,17543.526,809587.594,290998.125,47320.142,36109.503,2461.042,197770.589,645414.378,2266.865,12979.187,668505.49,864356.972,90506.047,45876.664,138075.474,301552.43,1,1,0
990581.041,646834.847,645611.008,16832.971,460913.777,809241.332,70255.453,5647.136,25320.21,714702.642,419919.139,545479.736,878816.731,674984.296,110293.291,20110.481,636440.845,119816.705,161295.426,251238.353,140177.636,419430.019,922517.309,8243.815,8458.048,37817.522,867971.986,100368.471,54574.641,227937.743,2804.063,684540.075,383110.349,968881.428,17534.01,809598.841,291133.488,47335.835,36122.46,2461.676,197733.158,645323.421,2264.586,12982.02,668443.211,864426.503,90491.999,45849.738,138078.179,301547.686,1,1,0
990586.86,646835.786,645647.85,16831.482,460860.752,809086.616,70253.898,5647.118,25327.465,714671.305,420173.026,545479.644,878804.825,675001.202,110291.713,20113.468,636377.994,120308.146,161348.241,251356.51,140157.712,419412.883,922509.526,8240.186,8458.304,37808.154,867973.474,100353.158,54573.967,227977.08,2804.883,684601.976,383137.477,968872.925,17539.858,809607.205,291161.594,46552.897,36119.305,2461.056,197623.713,645566.415,2261.577,12981.097,668446.816,864441.909,90492.476,45851.219,138081.353,301552.156,1,1,0
990568.635,646829.942,646190.237,16847.2,460875.494,808912.106,70259.323,5646.582,25312.605,714653.689,419993.019,545479.679,878810.24,674843.644,110295.646,20108.167,636339.521,119817.786,161503.846,251184.32,140149.887,419392.4,922528.417,8241.929,8470.72,37815.928,867948.216,100403.713,54554.136,227184.68,2805.291,684694.011,383095.582,968840.838,17544.611,809590.092,291062.317,47284.105,36116.307,2461.543,197666.648,646031.504,2264.241,12962.46,668473.114,864356.613,90505.354,45879.1,138073.277,301552.409,1,1,0
990586.144,646833.648,646247.292,16833.987,460738.784,808758.192,70248.854,5647.588,25330.553,714591.546,420056.636,545479.738,878439.517,674974.231,110285.189,20110.698,636440.422,120367.49,161383.621,251297.754,140287.698,419421.224,922527.296,8237.748,8461.887,37814.902,867953.625,100386.164,54560.679,227975.345,2804.135,684554.065,383092.565,968885.123,17544.863,809600.749,291069.274,47314.361,36117.084,2461.284,197136.788,645895.458,2265.152,12980.271,668430.477,864466.649,90482.227,45844.733,138074.021,301552.584,1,1,0
990593.352,646833.455,646648.131,16844.999,460867.243,808807.74,70255.504,5647.59,25315.955,714673.714,419995.729,545479.576,878770.002,674927.837,110289.819,20106.998,636413.099,120402.743,161371.698,251156.306,140182.268,419402.28,922520.421,8241.215,8459.025,37815.183,867972.533,100396.647,54567.322,227940.526,2804.616,684574.282,383118.286,968844.643,17543.742,809598.062,291180.275,47302.103,36119.659,2461.411,197740.562,645854.325,2264.582,12980.633,668439.538,864426.015,90485.531,45873.032,138076.234,301552.474,1,1,0
990483.54,646834.527,646483.404,16847.601,460865.44,808860.489,70260.498,5647.337,25334.083,714729.667,419652.546,545479.667,878846.783,675032.947,110301.652,20109.398,636440.346,119822.8,160674.907,251156.627,140196.337,419153.017,922519.92,8236.561,8460.599,37805.333,867915.835,100353.81,54576.552,227756.107,2808.067,684604.08,383097.079,968854.008,17534.148,809608.387,291196.062,47342.55,36118.098,2461.521,197725.564,645411.309,2265.04,12972.927,668606.608,864444.153,90486.311,45853.288,138080.918,301553.617,1,1,0
990592.405,646833.44,646236.437,16829.299,460861.218,808791.881,70250.049,5647.503,25317.248,714646.631,419975.53,545479.617,878777.244,674934.404,110290.421,20110.528,636408.615,120363.013,161420.194,251149.088,140179.27,419413.248,922514.883,8241.561,8459.531,37817.413,867963.228,100393.692,54567.304,227930.367,2804.52,684476.592,383104.204,968866.285,17541.957,809598.835,291111.781,47309.244,36119.577,2461.458,197679.212,645891.024,2264.715,12980.098,668440.395,864419.578,90487.975,45868.906,138077.246,301551.54,1,1,0
990579.067,646834.175,646460.677,16829.469,460861.495,808784.07,70080.947,5647.253,25330.347,714669.43,419379.018,545479.094,878753.545,674987.023,110296.662,20111.661,636453.013,120346.793,161402.125,251173.416,140186.155,419410.903,922513.905,8240.085,8459.155,37811.533,867942.452,100348.814,54563.984,227670.517,2804.95,684544.558,383103.294,968841.357,17548.014,809596.908,291108.372,47251.373,36119.321,2460.743,197741.937,645821.904,2264.535,12980.273,668545.833,864450.492,90486.597,45867.771,138078.145,301552.085,1,1,0
990602.113,646838.04,646101.624,16830.306,460854.7,808746.786,70247.765,5647.435,25316.832,714625.124,419972.518,545479.848,878859.711,674906.296,110289.637,20126.189,636449.435,119810.065,161347.385,251230.137,140485.438,419422.927,922498.892,8228.724,8461.09,37515.007,867966.291,100426.717,54559.961,227632.091,2804.737,684602.853,383079.327,968849.06,17542.224,809599.141,291014.479,47291.705,36122.355,2461.157,197724.939,645926.618,2264.478,12976.793,668525.546,864402.544,90508.746,45871.382,138077.322,301554.605,1,1,0
990624.3,646834.332,646210.047,16817.34,460899.388,809867.174,70250.664,5647.529,25333.677,714740.804,421471.82,545479.532,878594.731,674957.901,110291.836,20108.74,636408.094,119924.743,161297.676,251147.659,140175.288,419449.227,922550.884,8245.145,8461.804,37801.927,867960.891,100332.521,54557.895,227823.33,2805.264,684766.094,383073.944,968855.909,17537.846,809619.527,291348.142,47550.193,36123.609,2463.537,197719.97,645627.666,2268.248,12966.619,668410.744,864609.006,90497.854,45852.121,138081.482,301552.145,1,1,0
990579.268,646834.14,646251.018,16830.181,460898.223,809068.746,70256.981,5647.495,25316.698,714681.075,420017.963,545479.613,878616.951,674944.027,110287.633,20110.368,636090.236,119816.117,161411.897,251266.263,140189.194,419420.952,922537.133,8241.34,8458.079,37817.938,867954.689,100350.491,54568.945,227593.931,2804.758,684648.569,383094.33,968889.854,17541.839,809589.911,291095.902,47307.792,36119.688,2463.33,197740.651,645467.002,2264.944,12976.364,668510.801,864403.42,90494.676,45860.658,138077.632,301553.922,1,1,0
990599.148,646842.057,646521.65,16846.932,460852.602,809190.392,70285.287,5647.253,25327.276,714735.04,419798.749,545479.828,878863.796,674786.237,110315.385,20105.864,636443.541,119814.921,161339.84,251369.844,140039.823,419383.066,922512.512,8241.203,8461.098,37818.257,867966.668,100485.959,54562.273,228011.507,2804.04,684594.177,383091.755,968849.145,17534.501,809603.142,291258.229,47328.524,36093.92,2462.424,197754.356,645512.398,2264.839,12979.658,668419.381,864463.278,90449.934,45853.595,138076.894,301547.676,1,1,0
990590.757,646832.492,646042.143,16834.166,460888.233,808983.171,70249.088,5646.853,25320.844,714734.039,420150.129,545479.633,878776.211,674981.033,110294.397,20112.296,636428.535,119804.786,161308.41,251225.122,140059.054,419416.901,922519.434,8258.134,8457.376,37816.176,867977.789,100322.069,54579.877,227798.156,2804.6,684612.254,383123.591,968879.166,17540.196,809618.457,291052.538,47332.641,36119.779,2461.779,197702.156,645329.443,2264.254,12980.706,668510.143,864441.367,90492.184,45854.236,138078.122,301551.846,1,1,0
990577.791,646834.261,645496.099,16826.317,460894.328,809269.293,70253.471,5647.331,25315.611,714617.572,420098.846,545479.754,878819.006,674970.376,110296.738,20113.729,636301.196,119799.315,161377.341,251189.073,140179.918,419411.18,922525.948,8243.125,8458.235,37816.088,867947.54,100349.024,54575.542,227575.742,2804.064,684548.428,383091.1,968885.629,17535.297,809578.758,291132.389,47318.804,36120.289,2461.635,197593.497,645784.713,2264.233,12980.215,668527.933,864422.297,90493.885,45848.356,138077.812,301551.792,1,1,0
990593.834,646831.136,646648.643,16845.131,460873.731,809033.085,70264.731,5647.352,25310.917,714699.867,419989.475,545479.913,878757.268,674904.303,110290.618,20094.521,636411.977,119826.202,161351.15,251143.048,140178.813,419376.44,922536.183,8238.392,8458.969,37820.097,867971.519,100345.209,54568.887,227983.381,2803.794,684736.755,383089.678,968845.25,17535.227,808488.048,291259.808,47290.702,36119.554,2461.452,197753.837,646073.81,2264.781,12978.982,668416.307,864418.552,90484.396,45884.337,138075.331,301552.46,1,1,0
990579.681,646834.691,645979.588,16828.088,460900.762,809335.944,70266.655,5647.384,25320.783,714648.304,419882.117,545479.672,878627.449,674965.25,110294.07,20107.968,636422.848,119803.071,161379.848,251177.46,140276.943,419442.039,922516.766,8243.329,8457.904,37810.9,867942.091,100349.214,54575.518,227601.657,2803.956,684602.056,383084.483,968886.15,17534.125,809642.943,291131.915,47314.391,36121.606,2461.377,197673.99,645846.935,2265.237,12979.131,668511.488,864422.927,90487.33,45848.509,138070.071,301552.027,1,1,0
